element,category_id,frequency_in_category
foot,Nice-Cannes,24
footware,Nice-Cannes,1
footwear,Nice-Cannes,3
forbidden,Nice-Cannes,1
foreign,Nice-Cannes,1
forfeit,Nice-Cannes,1
forget,Nice-Cannes,6
forgive,Nice-Cannes,1
forgot,Nice-Cannes,1
forgotten,Nice-Cannes,2
form,Nice-Cannes,2
formal,Nice-Cannes,2
formation,Nice-Cannes,1
fortunate,Nice-Cannes,1
fortune,Nice-Cannes,1
fossette,Nice-Cannes,2
found,Nice-Cannes,28
fountain,Nice-Cannes,1
fourth,Nice-Cannes,1
fraganord,Nice-Cannes,1
fragonard,Nice-Cannes,1
franck,Nice-Cannes,1
frank,Nice-Cannes,1
frederic,Nice-Cannes,3
free,Nice-Cannes,21
frequent,Nice-Cannes,1
fresh,Nice-Cannes,23
friday,Nice-Cannes,1
fridge,Nice-Cannes,1
friend,Nice-Cannes,35
friendlier,Nice-Cannes,1
friendliest,Nice-Cannes,1
friendliness,Nice-Cannes,1
friendshowever,Nice-Cannes,1
frites,Nice-Cannes,1
frittes,Nice-Cannes,1
fritto,Nice-Cannes,1
fro,Nice-Cannes,1
front,Nice-Cannes,33
froth,Nice-Cannes,1
frozen,Nice-Cannes,2
fruit,Nice-Cannes,2
fruitful,Nice-Cannes,1
fry,Nice-Cannes,7
full,Nice-Cannes,32
fun,Nice-Cannes,15
functionable,Nice-Cannes,1
functional,Nice-Cannes,1
fund,Nice-Cannes,1
funny,Nice-Cannes,2
fuss,Nice-Cannes,1
future,Nice-Cannes,1
galet,Nice-Cannes,1
galets,Nice-Cannes,2
gallery,Nice-Cannes,1
gallion,Nice-Cannes,1
game,Nice-Cannes,2
garden,Nice-Cannes,1
garlic,Nice-Cannes,2
gastronomic,Nice-Cannes,1
gay,Nice-Cannes,18
gelato,Nice-Cannes,1
gem,Nice-Cannes,2
general,Nice-Cannes,5
generosity,Nice-Cannes,1
generous,Nice-Cannes,1
gentle,Nice-Cannes,2
genuine,Nice-Cannes,1
georgeous,Nice-Cannes,1
gesture,Nice-Cannes,1
getaway,Nice-Cannes,1
gf,Nice-Cannes,1
giribaldi,Nice-Cannes,1
girl,Nice-Cannes,4
girlfriend,Nice-Cannes,2
glass,Nice-Cannes,14
glorious,Nice-Cannes,2
goer,Nice-Cannes,3
goggles,Nice-Cannes,1
golden,Nice-Cannes,2
gonna,Nice-Cannes,2
goo,Nice-Cannes,1
good,Nice-Cannes,221
goodbye,Nice-Cannes,2
goodgood,Nice-Cannes,1
goodness,Nice-Cannes,2
goodtoilets,Nice-Cannes,1
gorgeous,Nice-Cannes,14
gotten,Nice-Cannes,1
gourmet,Nice-Cannes,1
grab,Nice-Cannes,1
grabbed,Nice-Cannes,1
gracious,Nice-Cannes,1
grain,Nice-Cannes,1
grainy,Nice-Cannes,1
grand,Nice-Cannes,2
gras,Nice-Cannes,1
grass,Nice-Cannes,1
grate,Nice-Cannes,1
grateful,Nice-Cannes,2
gratitude,Nice-Cannes,1
gravel,Nice-Cannes,3
grayish,Nice-Cannes,1
great,Nice-Cannes,188
greates,Nice-Cannes,1
green,Nice-Cannes,1
greet,Nice-Cannes,1
greeter,Nice-Cannes,1
greets,Nice-Cannes,1
grey,Nice-Cannes,5
grill,Nice-Cannes,2
grim,Nice-Cannes,1
gripe,Nice-Cannes,1
ground,Nice-Cannes,1
group,Nice-Cannes,12
grubby,Nice-Cannes,1
guaranteed,Nice-Cannes,1
guard,Nice-Cannes,4
guess,Nice-Cannes,7
guest,Nice-Cannes,15
guillaume,Nice-Cannes,1
gut,Nice-Cannes,1
guy,Nice-Cannes,13
ha,Nice-Cannes,4
hadnt,Nice-Cannes,1
half,Nice-Cannes,16
ham,Nice-Cannes,3
hand,Nice-Cannes,14
handle,Nice-Cannes,1
handy,Nice-Cannes,2
hang,Nice-Cannes,9
hangout,Nice-Cannes,1
happens,Nice-Cannes,3
happy,Nice-Cannes,10
harbor,Nice-Cannes,2
harbour,Nice-Cannes,3
hard,Nice-Cannes,26
harder,Nice-Cannes,2
harmless,Nice-Cannes,1
harsh,Nice-Cannes,2
hassle,Nice-Cannes,1
hat,Nice-Cannes,1
havent,Nice-Cannes,1
havn,Nice-Cannes,1
hawker,Nice-Cannes,1
head,Nice-Cannes,3
headland,Nice-Cannes,1
healthy,Nice-Cannes,2
hear,Nice-Cannes,3
heard,Nice-Cannes,3
heart,Nice-Cannes,2
heat,Nice-Cannes,5
heaven,Nice-Cannes,3
heavy,Nice-Cannes,1
height,Nice-Cannes,4
heinecken,Nice-Cannes,1
held,Nice-Cannes,1
help,Nice-Cannes,13
helpful,Nice-Cannes,25
hen,Nice-Cannes,1
hence,Nice-Cannes,1
heritage,Nice-Cannes,1
hesitate,Nice-Cannes,1
hesitation,Nice-Cannes,1
hey,Nice-Cannes,2
hi,Nice-Cannes,3
hide,Nice-Cannes,1
hierarchy,Nice-Cannes,1
high,Nice-Cannes,29
highlight,Nice-Cannes,4
hike,Nice-Cannes,2
hilarious,Nice-Cannes,1
hill,Nice-Cannes,10
hilltop,Nice-Cannes,1
hint,Nice-Cannes,1
hip,Nice-Cannes,1
hire,Nice-Cannes,12
history,Nice-Cannes,1
hit,Nice-Cannes,2
hole,Nice-Cannes,1
holiday,Nice-Cannes,18
holler,Nice-Cannes,1
hols,Nice-Cannes,1
home,Nice-Cannes,9
homeless,Nice-Cannes,1
honest,Nice-Cannes,3
honesty,Nice-Cannes,1
honeymoon,Nice-Cannes,1
hooked,Nice-Cannes,1
hop,Nice-Cannes,1
hope,Nice-Cannes,1
hopeless,Nice-Cannes,1
horde,Nice-Cannes,1
horrible,Nice-Cannes,3
horrid,Nice-Cannes,1
hospitality,Nice-Cannes,2
host,Nice-Cannes,2
hostess,Nice-Cannes,4
hot,Nice-Cannes,18
hotel,Nice-Cannes,26
hour,Nice-Cannes,34
hourswe,Nice-Cannes,1
house,Nice-Cannes,7
htel,Nice-Cannes,2
htelif,Nice-Cannes,1
htelthen,Nice-Cannes,1
hue,Nice-Cannes,1
huge,Nice-Cannes,7
humanity,Nice-Cannes,1
humiliation,Nice-Cannes,1
humorous,Nice-Cannes,1
hundred,Nice-Cannes,2
hungry,Nice-Cannes,4
hurry,Nice-Cannes,2
hurt,Nice-Cannes,7
husband,Nice-Cannes,13
hussle,Nice-Cannes,1
hustle,Nice-Cannes,4
hyattnot,Nice-Cannes,1
ice,Nice-Cannes,15
icecream,Nice-Cannes,1
iced,Nice-Cannes,1
ici,Nice-Cannes,1
id,Nice-Cannes,1
idea,Nice-Cannes,6
ideal,Nice-Cannes,5
idiot,Nice-Cannes,2
idyllic,Nice-Cannes,1
ie,Nice-Cannes,1
ig,Nice-Cannes,1
ignore,Nice-Cannes,2
ill,Nice-Cannes,1
illegal,Nice-Cannes,1
im,Nice-Cannes,2
image,Nice-Cannes,1
imagine,Nice-Cannes,10
immaculate,Nice-Cannes,1
impeccable,Nice-Cannes,1
imperious,Nice-Cannes,1
imply,Nice-Cannes,1
impolite,Nice-Cannes,1
importance,Nice-Cannes,1
important,Nice-Cannes,3
impossible,Nice-Cannes,8
impressed,Nice-Cannes,3
impression,Nice-Cannes,1
impressive,Nice-Cannes,2
inattentive,Nice-Cannes,1
inclined,Nice-Cannes,1
include,Nice-Cannes,1
inclusive,Nice-Cannes,1
incredible,Nice-Cannes,3
incredients,Nice-Cannes,1
indifference,Nice-Cannes,1
indifferent,Nice-Cannes,2
indignant,Nice-Cannes,2
indolge,Nice-Cannes,1
indoor,Nice-Cannes,1
indulge,Nice-Cannes,1
industrial,Nice-Cannes,1
inedible,Nice-Cannes,1
inelegant,Nice-Cannes,1
ingredient,Nice-Cannes,1
inhibition,Nice-Cannes,1
injured,Nice-Cannes,1
insist,Nice-Cannes,1
insistence,Nice-Cannes,1
instagram,Nice-Cannes,1
insuperable,Nice-Cannes,1
int,Nice-Cannes,1
intend,Nice-Cannes,2
interaction,Nice-Cannes,1
interest,Nice-Cannes,3
interested,Nice-Cannes,2
interior,Nice-Cannes,3
international,Nice-Cannes,2
interval,Nice-Cannes,1
intrepid,Nice-Cannes,1
intrusive,Nice-Cannes,1
invaluable,Nice-Cannes,1
invest,Nice-Cannes,1
investment,Nice-Cannes,1
invisible,Nice-Cannes,1
invoice,Nice-Cannes,1
iron,Nice-Cannes,1
irrelevant,Nice-Cannes,1
ish,Nice-Cannes,1
island,Nice-Cannes,5
isnt,Nice-Cannes,3
isolated,Nice-Cannes,1
issue,Nice-Cannes,5
item,Nice-Cannes,1
itgreat,Nice-Cannes,1
ive,Nice-Cannes,1
jack,Nice-Cannes,2
jacket,Nice-Cannes,1
jagged,Nice-Cannes,1
january,Nice-Cannes,3
jellyfish,Nice-Cannes,4
jerome,Nice-Cannes,1
jet,Nice-Cannes,1
job,Nice-Cannes,1
jogging,Nice-Cannes,1
joke,Nice-Cannes,2
jour,Nice-Cannes,2
journe,Nice-Cannes,1
joy,Nice-Cannes,1
juan,Nice-Cannes,3
jug,Nice-Cannes,1
juice,Nice-Cannes,2
july,Nice-Cannes,5
jump,Nice-Cannes,4
jumped,Nice-Cannes,2
jumping,Nice-Cannes,3
june,Nice-Cannes,9
justified,Nice-Cannes,2
jut,Nice-Cannes,1
jute,Nice-Cannes,1
karaf,Nice-Cannes,1
karim,Nice-Cannes,1
keen,Nice-Cannes,2
keith,Nice-Cannes,2
kept,Nice-Cannes,5
kevin,Nice-Cannes,1
key,Nice-Cannes,1
keyboard,Nice-Cannes,1
kid,Nice-Cannes,18
kiki,Nice-Cannes,1
kill,Nice-Cannes,2
kilometer,Nice-Cannes,1
kind,Nice-Cannes,22
kinda,Nice-Cannes,1
king,Nice-Cannes,1
kingmaker,Nice-Cannes,1
kitchen,Nice-Cannes,4
knew,Nice-Cannes,4
koney,Nice-Cannes,1
la,Nice-Cannes,12
label,Nice-Cannes,1
lack,Nice-Cannes,1
ladder,Nice-Cannes,5
lady,Nice-Cannes,11
lag,Nice-Cannes,1
laid,Nice-Cannes,2
laisser,Nice-Cannes,1
lake,Nice-Cannes,1
lamb,Nice-Cannes,1
land,Nice-Cannes,2
landmark,Nice-Cannes,1
landscape,Nice-Cannes,1
langoustine,Nice-Cannes,2
language,Nice-Cannes,3
languid,Nice-Cannes,1
large,Nice-Cannes,25
last,Nice-Cannes,26
laugh,Nice-Cannes,1
laurel,Nice-Cannes,1
law,Nice-Cannes,1
lawn,Nice-Cannes,1
lay,Nice-Cannes,17
layer,Nice-Cannes,1
laze,Nice-Cannes,1
lazy,Nice-Cannes,8
lead,Nice-Cannes,1
learn,Nice-Cannes,1
learnt,Nice-Cannes,1
least,Nice-Cannes,16
leather,Nice-Cannes,1
left,Nice-Cannes,26
leg,Nice-Cannes,1
legendary,Nice-Cannes,1
lengthy,Nice-Cannes,1
lesson,Nice-Cannes,1
lettuce,Nice-Cannes,2
level,Nice-Cannes,3
li,Nice-Cannes,2
liar,Nice-Cannes,1
liberty,Nice-Cannes,2
licence,Nice-Cannes,1
lie,Nice-Cannes,6
life,Nice-Cannes,9
lifeguard,Nice-Cannes,9
lift,Nice-Cannes,3
light,Nice-Cannes,10
like,Nice-Cannes,1
lile,Nice-Cannes,1
lilo,Nice-Cannes,2
limited,Nice-Cannes,6
line,Nice-Cannes,5
lingual,Nice-Cannes,1
linguine,Nice-Cannes,1
linguini,Nice-Cannes,3
lion,Nice-Cannes,1
list,Nice-Cannes,7
liter,Nice-Cannes,1
litter,Nice-Cannes,1
little,Nice-Cannes,47
live,Nice-Cannes,5
living,Nice-Cannes,4
lo,Nice-Cannes,2
load,Nice-Cannes,2
lobster,Nice-Cannes,3
local,Nice-Cannes,34
locale,Nice-Cannes,2
locate,Nice-Cannes,2
location,Nice-Cannes,57
locker,Nice-Cannes,2
loiter,Nice-Cannes,1
lol,Nice-Cannes,1
longer,Nice-Cannes,3
loo,Nice-Cannes,2
look,Nice-Cannes,23
lookout,Nice-Cannes,1
lot,Nice-Cannes,45
loud,Nice-Cannes,1
loudspeaker,Nice-Cannes,1
lounge,Nice-Cannes,28
lounger,Nice-Cannes,78
love,Nice-Cannes,19
lovec,Nice-Cannes,1
lover,Nice-Cannes,2
low,Nice-Cannes,4
lucho,Nice-Cannes,1
lucio,Nice-Cannes,1
luck,Nice-Cannes,2
lucky,Nice-Cannes,2
ludicrous,Nice-Cannes,1
luggage,Nice-Cannes,2
lunch,Nice-Cannes,88
lunchtime,Nice-Cannes,1
luxuriant,Nice-Cannes,1
luxurious,Nice-Cannes,1
luxury,Nice-Cannes,4
lyon,Nice-Cannes,2
mad,Nice-Cannes,1
magazine,Nice-Cannes,2
magic,Nice-Cannes,1
magical,Nice-Cannes,2
magnificent,Nice-Cannes,4
magniicante,Nice-Cannes,1
mahogany,Nice-Cannes,1
main,Nice-Cannes,8
maintainedperfect,Nice-Cannes,1
majestic,Nice-Cannes,1
majority,Nice-Cannes,1
mala,Nice-Cannes,1
male,Nice-Cannes,2
man,Nice-Cannes,6
manage,Nice-Cannes,1
management,Nice-Cannes,2
manager,Nice-Cannes,9
manageress,Nice-Cannes,1
manner,Nice-Cannes,3
manu,Nice-Cannes,2
many,Nice-Cannes,42
map,Nice-Cannes,1
march,Nice-Cannes,1
marina,Nice-Cannes,1
market,Nice-Cannes,3
marvel,Nice-Cannes,1
marvelous,Nice-Cannes,1
mary,Nice-Cannes,1
mass,Nice-Cannes,1
massage,Nice-Cannes,4
massena,Nice-Cannes,1
mat,Nice-Cannes,13
match,Nice-Cannes,1
matelas,Nice-Cannes,1
material,Nice-Cannes,3
math,Nice-Cannes,1
matre,Nice-Cannes,5
matter,Nice-Cannes,1
mattress,Nice-Cannes,5
max,Nice-Cannes,5
maximin,Nice-Cannes,1
meagre,Nice-Cannes,1
meal,Nice-Cannes,16
mean,Nice-Cannes,3
meaning,Nice-Cannes,2
meat,Nice-Cannes,7
medieval,Nice-Cannes,1
mediocre,Nice-Cannes,4
mediterrain,Nice-Cannes,1
mediterranean,Nice-Cannes,16
medium,Nice-Cannes,4
meet,Nice-Cannes,5
meeting,Nice-Cannes,1
mega,Nice-Cannes,1
meld,Nice-Cannes,1
melon,Nice-Cannes,4
melt,Nice-Cannes,1
member,Nice-Cannes,4
memorable,Nice-Cannes,3
memory,Nice-Cannes,5
men,Nice-Cannes,7
mention,Nice-Cannes,5
menu,Nice-Cannes,28
mer,Nice-Cannes,1
meridien,Nice-Cannes,1
merit,Nice-Cannes,1
merou,Nice-Cannes,1
met,Nice-Cannes,3
metal,Nice-Cannes,2
meter,Nice-Cannes,2
metre,Nice-Cannes,1
mexico,Nice-Cannes,1
michelin,Nice-Cannes,2
michigan,Nice-Cannes,1
mid,Nice-Cannes,7
midday,Nice-Cannes,1
middle,Nice-Cannes,7
miejou,Nice-Cannes,1
miguel,Nice-Cannes,2
mild,Nice-Cannes,2
mile,Nice-Cannes,2
milkshake,Nice-Cannes,2
milky,Nice-Cannes,1
millionaire,Nice-Cannes,1
min,Nice-Cannes,3
mind,Nice-Cannes,8
mine,Nice-Cannes,1
minimalist,Nice-Cannes,1
minus,Nice-Cannes,1
minute,Nice-Cannes,21
mirror,Nice-Cannes,1
miserable,Nice-Cannes,4
miss,Nice-Cannes,5
mistake,Nice-Cannes,2
mister,Nice-Cannes,1
misto,Nice-Cannes,1
mix,Nice-Cannes,2
mixed,Nice-Cannes,5
mixture,Nice-Cannes,2
mmmmm,Nice-Cannes,1
mocked,Nice-Cannes,1
modern,Nice-Cannes,3
moisten,Nice-Cannes,1
mojito,Nice-Cannes,6
moment,Nice-Cannes,3
monaco,Nice-Cannes,1
money,Nice-Cannes,36
month,Nice-Cannes,3
moody,Nice-Cannes,1
morning,Nice-Cannes,13
mosh,Nice-Cannes,1
motor,Nice-Cannes,2
moules,Nice-Cannes,3
mountain,Nice-Cannes,2
mouth,Nice-Cannes,2
mouthso,Nice-Cannes,1
move,Nice-Cannes,8
movie,Nice-Cannes,3
moya,Nice-Cannes,2
mr,Nice-Cannes,1
mroad,Nice-Cannes,1
much,Nice-Cannes,59
mullet,Nice-Cannes,2
multi,Nice-Cannes,1
multiple,Nice-Cannes,6
murky,Nice-Cannes,1
mushroom,Nice-Cannes,2
music,Nice-Cannes,10
mussel,Nice-Cannes,5
mynd,Nice-Cannes,1
myriad,Nice-Cannes,1
nakedness,Nice-Cannes,1
name,Nice-Cannes,8
nap,Nice-Cannes,2
napkin,Nice-Cannes,1
nasty,Nice-Cannes,2
national,Nice-Cannes,1
nature,Nice-Cannes,1
naughty,Nice-Cannes,1
navigate,Nice-Cannes,1
navy,Nice-Cannes,1
nd,Nice-Cannes,1
near,Nice-Cannes,1
nearer,Nice-Cannes,1
necessary,Nice-Cannes,2
necessity,Nice-Cannes,1
neck,Nice-Cannes,1
need,Nice-Cannes,38
negative,Nice-Cannes,2
negotiate,Nice-Cannes,1
negresco,Nice-Cannes,4
negressco,Nice-Cannes,1
neighbor,Nice-Cannes,3
neighbour,Nice-Cannes,2
nemo,Nice-Cannes,2
neptune,Nice-Cannes,4
new,Nice-Cannes,2
newbie,Nice-Cannes,1
newspaper,Nice-Cannes,1
newsstand,Nice-Cannes,1
next,Nice-Cannes,44
nibble,Nice-Cannes,1
nicer,Nice-Cannes,6
nicholson,Nice-Cannes,1
nicoise,Nice-Cannes,2
nicolas,Nice-Cannes,2
nicosia,Nice-Cannes,1
night,Nice-Cannes,12
nil,Nice-Cannes,1
ninety,Nice-Cannes,1
nioise,Nice-Cannes,2
nit,Nice-Cannes,1
nizza,Nice-Cannes,1
nobody,Nice-Cannes,3
noise,Nice-Cannes,1
noisy,Nice-Cannes,4
nominal,Nice-Cannes,1
non,Nice-Cannes,8
none,Nice-Cannes,3
nonexistent,Nice-Cannes,1
noon,Nice-Cannes,1
norm,Nice-Cannes,2
normal,Nice-Cannes,4
north,Nice-Cannes,1
northern,Nice-Cannes,4
notch,Nice-Cannes,1
note,Nice-Cannes,5
nothing,Nice-Cannes,20
notice,Nice-Cannes,1
nouveau,Nice-Cannes,2
november,Nice-Cannes,2
nt,Nice-Cannes,1
nuance,Nice-Cannes,1
number,Nice-Cannes,3
numerous,Nice-Cannes,3
nyc,Nice-Cannes,1
oasis,Nice-Cannes,1
object,Nice-Cannes,1
obnoxious,Nice-Cannes,2
obstacle,Nice-Cannes,1
obvious,Nice-Cannes,1
occasion,Nice-Cannes,7
occasional,Nice-Cannes,1
occupant,Nice-Cannes,1
occurrence,Nice-Cannes,1
ocean,Nice-Cannes,13
oceanfront,Nice-Cannes,1
october,Nice-Cannes,5
octopus,Nice-Cannes,1
odd,Nice-Cannes,1
oestberg,Nice-Cannes,1
offence,Nice-Cannes,1
offend,Nice-Cannes,1
offer,Nice-Cannes,20
offering,Nice-Cannes,1
oh,Nice-Cannes,3
oil,Nice-Cannes,1
ok,Nice-Cannes,26
okay,Nice-Cannes,8
okmusic,Nice-Cannes,1
old,Nice-Cannes,38
olive,Nice-Cannes,2
omelette,Nice-Cannes,2
omer,Nice-Cannes,1
omg,Nice-Cannes,1
onde,Nice-Cannes,1
one,Nice-Cannes,9
onion,Nice-Cannes,1
online,Nice-Cannes,2
onlooker,Nice-Cannes,1
onroute,Nice-Cannes,1
open,Nice-Cannes,14
opening,Nice-Cannes,2
opera,Nice-Cannes,15
operate,Nice-Cannes,1
opinion,Nice-Cannes,7
opportunity,Nice-Cannes,2
opposite,Nice-Cannes,2
opt,Nice-Cannes,1
option,Nice-Cannes,11
optional,Nice-Cannes,1
orange,Nice-Cannes,4
ordeal,Nice-Cannes,1
order,Nice-Cannes,39
ordinary,Nice-Cannes,3
original,Nice-Cannes,2
ot,Nice-Cannes,1
others,Nice-Cannes,17
outdoor,Nice-Cannes,1
outdoors,Nice-Cannes,3
outright,Nice-Cannes,1
outshe,Nice-Cannes,1
outstanding,Nice-Cannes,3
overall,Nice-Cannes,11
overlook,Nice-Cannes,2
overpricee,Nice-Cannes,1
overview,Nice-Cannes,1
overweight,Nice-Cannes,1
owner,Nice-Cannes,11
pa,Nice-Cannes,1
pace,Nice-Cannes,1
pack,Nice-Cannes,1
package,Nice-Cannes,1
packed,Nice-Cannes,4
pad,Nice-Cannes,1
paddle,Nice-Cannes,1
paid,Nice-Cannes,27
pain,Nice-Cannes,2
painful,Nice-Cannes,7
painfullyyyyyyy,Nice-Cannes,1
paint,Nice-Cannes,1
pair,Nice-Cannes,2
pale,Nice-Cannes,1
palmtrees,Nice-Cannes,1
pan,Nice-Cannes,1
panoramic,Nice-Cannes,2
paper,Nice-Cannes,2
par,Nice-Cannes,2
para,Nice-Cannes,1
parachute,Nice-Cannes,2
paradise,Nice-Cannes,3
paragliders,Nice-Cannes,1
parallel,Nice-Cannes,1
paraphernalia,Nice-Cannes,1
parasol,Nice-Cannes,37
parent,Nice-Cannes,1
parfumeur,Nice-Cannes,1
paris,Nice-Cannes,3
park,Nice-Cannes,5
parking,Nice-Cannes,2
parlour,Nice-Cannes,1
parma,Nice-Cannes,1
parsley,Nice-Cannes,1
part,Nice-Cannes,24
particular,Nice-Cannes,2
partner,Nice-Cannes,7
party,Nice-Cannes,2
pas,Nice-Cannes,3
passenger,Nice-Cannes,1
passing,Nice-Cannes,2
past,Nice-Cannes,3
pasta,Nice-Cannes,4
pat,Nice-Cannes,1
path,Nice-Cannes,5
pathway,Nice-Cannes,1
patient,Nice-Cannes,1
patrick,Nice-Cannes,1
patron,Nice-Cannes,4
patronage,Nice-Cannes,1
patty,Nice-Cannes,1
paul,Nice-Cannes,1
paulaner,Nice-Cannes,1
pavement,Nice-Cannes,3
pay,Nice-Cannes,50
payed,Nice-Cannes,1
payment,Nice-Cannes,1
peace,Nice-Cannes,3
peaceful,Nice-Cannes,2
peacefull,Nice-Cannes,1
peak,Nice-Cannes,1
peanut,Nice-Cannes,1
pebble,Nice-Cannes,82
pedestrian,Nice-Cannes,1
penne,Nice-Cannes,1
people,Nice-Cannes,89
percent,Nice-Cannes,1
percentage,Nice-Cannes,1
perfect,Nice-Cannes,42
perfection,Nice-Cannes,2
perfumery,Nice-Cannes,1
period,Nice-Cannes,1
perk,Nice-Cannes,1
perouse,Nice-Cannes,1
person,Nice-Cannes,22
personable,Nice-Cannes,2
personal,Nice-Cannes,5
personnel,Nice-Cannes,3
pesky,Nice-Cannes,1
petit,Nice-Cannes,1
peux,Nice-Cannes,1
phone,Nice-Cannes,1
photo,Nice-Cannes,9
photographer,Nice-Cannes,1
physical,Nice-Cannes,1
pic,Nice-Cannes,1
picked,Nice-Cannes,1
picket,Nice-Cannes,1
pickpocket,Nice-Cannes,1
picnic,Nice-Cannes,5
picture,Nice-Cannes,5
picturesque,Nice-Cannes,1
pie,Nice-Cannes,1
piece,Nice-Cannes,3
pier,Nice-Cannes,5
pierre,Nice-Cannes,1
pigment,Nice-Cannes,1
pillow,Nice-Cannes,1
pin,Nice-Cannes,2
pine,Nice-Cannes,1
pit,Nice-Cannes,1
pitcher,Nice-Cannes,1
pitty,Nice-Cannes,1
pity,Nice-Cannes,3
pizza,Nice-Cannes,4
place,Nice-Cannes,189
plage,Nice-Cannes,72
plagiste,Nice-Cannes,1
plagne,Nice-Cannes,2
plague,Nice-Cannes,2
plan,Nice-Cannes,4
plane,Nice-Cannes,5
planning,Nice-Cannes,2
plant,Nice-Cannes,1
plastic,Nice-Cannes,12
plat,Nice-Cannes,1
plate,Nice-Cannes,5
platform,Nice-Cannes,3
play,Nice-Cannes,5
playa,Nice-Cannes,1
played,Nice-Cannes,1
pleasant,Nice-Cannes,16
please,Nice-Cannes,2
pleased,Nice-Cannes,4
pleasure,Nice-Cannes,1
plentiful,Nice-Cannes,1
plenty,Nice-Cannes,14
pls,Nice-Cannes,2
plus,Nice-Cannes,1
pm,Nice-Cannes,10
point,Nice-Cannes,11
police,Nice-Cannes,5
policy,Nice-Cannes,1
polite,Nice-Cannes,5
politic,Nice-Cannes,1
pollution,Nice-Cannes,1
polynesia,Nice-Cannes,1
pontoon,Nice-Cannes,1
poo,Nice-Cannes,2
pool,Nice-Cannes,2
poor,Nice-Cannes,15
pop,Nice-Cannes,1
popped,Nice-Cannes,2
popular,Nice-Cannes,7
population,Nice-Cannes,1
port,Nice-Cannes,13
porta,Nice-Cannes,1
portion,Nice-Cannes,7
posh,Nice-Cannes,1
poshest,Nice-Cannes,1
position,Nice-Cannes,1
positive,Nice-Cannes,3
possible,Nice-Cannes,5
post,Nice-Cannes,1
postcard,Nice-Cannes,2
potato,Nice-Cannes,5
pourboire,Nice-Cannes,1
powder,Nice-Cannes,1
prawn,Nice-Cannes,2
pray,Nice-Cannes,1
pre,Nice-Cannes,2
precious,Nice-Cannes,1
prefer,Nice-Cannes,9
preferential,Nice-Cannes,1
prejudice,Nice-Cannes,1
premise,Nice-Cannes,2
premium,Nice-Cannes,4
prententious,Nice-Cannes,1
preorder,Nice-Cannes,1
prepared,Nice-Cannes,6
present,Nice-Cannes,2
presentation,Nice-Cannes,1
prestigious,Nice-Cannes,1
pretentious,Nice-Cannes,1
prettiest,Nice-Cannes,1
prevalent,Nice-Cannes,2
previous,Nice-Cannes,4
price,Nice-Cannes,63
pricees,Nice-Cannes,1
priceless,Nice-Cannes,1
pricey,Nice-Cannes,23
pricy,Nice-Cannes,2
pride,Nice-Cannes,2
prime,Nice-Cannes,2
princess,Nice-Cannes,1
print,Nice-Cannes,1
prinz,Nice-Cannes,1
pristine,Nice-Cannes,1
privacy,Nice-Cannes,4
private,Nice-Cannes,73
prive,Nice-Cannes,2
privilege,Nice-Cannes,1
prize,Nice-Cannes,1
problem,Nice-Cannes,8
process,Nice-Cannes,1
produce,Nice-Cannes,1
professional,Nice-Cannes,9
prohibitive,Nice-Cannes,1
prom,Nice-Cannes,3
promenad,Nice-Cannes,1
promenade,Nice-Cannes,60
promentory,Nice-Cannes,1
promise,Nice-Cannes,1
prompt,Nice-Cannes,4
proper,Nice-Cannes,3
protect,Nice-Cannes,3
protection,Nice-Cannes,3
protective,Nice-Cannes,1
proud,Nice-Cannes,1
prove,Nice-Cannes,1
provenal,Nice-Cannes,1
provencale,Nice-Cannes,1
provence,Nice-Cannes,2
provide,Nice-Cannes,6
proximity,Nice-Cannes,4
prune,Nice-Cannes,1
public,Nice-Cannes,52
publique,Nice-Cannes,1
pull,Nice-Cannes,1
pun,Nice-Cannes,1
pup,Nice-Cannes,1
purchase,Nice-Cannes,3
push,Nice-Cannes,1
put,Nice-Cannes,6
qm,Nice-Cannes,1
quai,Nice-Cannes,3
quality,Nice-Cannes,21
quarter,Nice-Cannes,1
quartz,Nice-Cannes,1
quay,Nice-Cannes,2
quick,Nice-Cannes,5
quid,Nice-Cannes,1
quiet,Nice-Cannes,14
quieter,Nice-Cannes,2
quit,Nice-Cannes,1
race,Nice-Cannes,1
rafael,Nice-Cannes,1
raft,Nice-Cannes,1
raise,Nice-Cannes,2
random,Nice-Cannes,1
rang,Nice-Cannes,1
range,Nice-Cannes,7
rangy,Nice-Cannes,1
rasberry,Nice-Cannes,1
ratatouille,Nice-Cannes,1
rate,Nice-Cannes,4
rating,Nice-Cannes,1
rattan,Nice-Cannes,1
ravioli,Nice-Cannes,1
raw,Nice-Cannes,2
ray,Nice-Cannes,5
rd,Nice-Cannes,1
reach,Nice-Cannes,3
read,Nice-Cannes,6
reading,Nice-Cannes,4
ready,Nice-Cannes,3
real,Nice-Cannes,5
realise,Nice-Cannes,1
realy,Nice-Cannes,1
reason,Nice-Cannes,11
reasonable,Nice-Cannes,12
rec,Nice-Cannes,1
recall,Nice-Cannes,2
reccomend,Nice-Cannes,1
recent,Nice-Cannes,3
reception,Nice-Cannes,4
receptionist,Nice-Cannes,1
recipe,Nice-Cannes,1
recital,Nice-Cannes,1
recomend,Nice-Cannes,1
recommandable,Nice-Cannes,1
recommend,Nice-Cannes,48
